"Name","Country","Category","Website","CEO","LinkedIn","Twitter","description"
"PayLiquid"," South Africa"," Payments & Transfers"," https://www.payliquid.co.za"," KJ Nasser","","","PayLiquid \n \n        PayLiquid is managed by industry leaders expertise in technology, finance and business management. This gives us advance decision making abilities, service delivery and guaranteed up-time services.\n        "
"Paysail"," Ghana"," Payments & Transfers"," www.paysail.co"," Precious Nana Ewusi Nyarko","https://www.linkedin.com/in/precious-nana-ewusi-nyarko-7b937b77?authType=NAME_SEARCH&authToken=p5Lb&locale=en_US&trk=tyah&trkInfo=clickedVertical%3Amynetwork%2CclickedEntityId%3A272636349%2CauthType%3ANAME_SEARCH%2Cidx%3A1-1-1%2CtarId%3A1466171495580%2Ctas%3APrecious%20Nana%20Ewusi%20Nyarko"," @happypayroll","Paysail \n \n        We are a full-service payroll provider, providing Ghanaian businesses a reliable and efficient way to run payroll, pay employees and file payroll taxes and returns each month.\n\nPaysail is our attempt to bring better payroll to Ghanaian businesses. For us, better payroll means that our software:\n- Has zero upfront installation costs\n- Is very easy to use, requiring nearly no training and guidance\n- Is beautifully designed and is visually pleasant\n- Supports Ghana Tax automatically\n- Automates repetitive tasks to minimize manual data entry\n\nThis is our approach to payroll software. The software doesn’t just look good--it works great too. It automatically handles taxes and social security. It generates payslips and reports on the fly.\n\nOur goal is to drastically reduce the amount of resources and time your business is spending on payroll. We’ll save you money and help you get things done faster.\n        "
"PaySpace"," South Africa"," Payments & Transfers"," http://www.payspace.com/"," Bruce Van Wyk",""," @PaySpace","PaySpace \n \n        Leaders in Cloud-Based Payroll & Human Capital Management SoftwarePaySpace is a scalable, agile, multi-country, 100% cloud-based application that unifies Payroll, HR, Talent, Recruitment, Performance and Time Tracking into a single record. With embedded analytics, manager and employee self-service, and a user experience designed for mobile, PaySpace enables businesses of all sizes to run a compliant best in class people management operation cost effectively. We offer 3 editions, choose one that best suits your needs and pocket.Whilst payroll is one of the oldest IT applications, few providers have recognised the need and taken the opportunity to design and build for 21st century needs – a 100% Software-as-a-Service, multi-tenant, multi-country, robust and secure deployment solution. At PaySpace we’ve built this system from scratch! We have created an intuitive and modern payroll solution that do away with some of the legacy payroll approaches (like the month end pay-run concept) and simplified data capture capabilities for Human Capital Management by embedding legislation into the software, thereby minimising the numbers of fields and forms as user would be required to complete.No Payroll Downtime\nPaySpace has a real-time calculation engine so as input is added to the system, the relevant employee figures are automatically calculated. There is therefore, no need to run a formal pay-run to close off or finalise a period at month end – a traditionally laborious process that requires users to log out of systems (downtime) to perform calculations and run backups. With PaySpace there is no downtime and all users can access the system, and pull relevant up-to-date reports at any time thereby maximising all users’ productivity.\n        "
"PayU"," South Africa"," Payments & Transfers"," www.payu.co.za"," Mario Shiliashki","https://www.linkedin.com/in/marioshiliashki"," @_PayU","PayU \n \n        PayU is a leading online payment service provider dedicated to creating a fast and simple payment process for merchants and buyers. Used and trusted by some of the top eCommerce brands, we have and always will focus on matching merchants’ needs with consumers’ shopping and payments behavior.Whether someone wants to make an electronic payment on a computer, tablet, mobile device, or even offline, our payment methods are designed to make it fast, simple and secure.We have the largest number of payment methods in South Africa including local and international cards, loyalty and EFT. So as your business grows, we will grow with you.\n\nOur presence in 16 high growth markets in Asia, Central and Eastern Europe, Latin America, the Middle East and Africa enables us to be experts in these countries and provide the best solutions for the local markets. With more than 1,400 payment specialists constantly working to exceed our 100,000+ merchants and millions of buyers’ needs, there are always exciting things happening at PayU.\n\nPayU makes up the e-payments division of Naspers Ltd. - a broad-based, multinational media group providing services in more than 133 countries. Naspers primarily operates in Internet services, especially eCommerce, pay television and print media. Naspers is listed on both the Johannesburg and London Stock Exchanges. http://www.naspers.com/\n \n        "
"PayUp"," Nigeria"," Payments & Transfers"," www.payuponline.com"," Michael Egirani & Ofori Iniworikabo","https://www.linkedin.com/in/oforiiniworikabo?authType=NAME_SEARCH&authToken=1Il0&locale=en_US&srchid=4553804831466171045591&srchindex=1&srchtotal=1&trk=vsrp_people_res_name&trkInfo=VSRPsearchId%3A4553804831466171045591%2CVSRPtargetId%3A340227840%2CVSRPcmpt%3Aprimary%2CVSRPnm%3Atrue%2CauthType%3ANAME_SEARCH"," @payuponline","PayUp \n \n        PayUp is a financial technology startup that focuses on delivering a lower-cost and more scalable alternative to the traditional banking system that comes with added convenience and new services for our customers be it consumers or merchants alike. Our integrated card payment and point-of-sale system enables SMEs to securely accept card payments at the store or on the go. PayUp offers a free point-of-sale app that works with a mobile card reader that connects to a phone or tablet and transform it into a card acceptance terminal. The system gives merchants access to extensive business intelligence, enabling SMEs to run their business better. Our aim is to fast track the current cumbersome financial transaction market into the future by bringing the most innovative and sophisticated software and hardware products to users in Nigeria which in turn would have a great impact on our economic growth.\n        "
"Peach Payments"," South Africa"," Payments & Transfers"," www.peachpayments.com"," Rahul Jain, Andreas Demleitner","https://www.linkedin.com/in/rahuljain19"," @PeachPayments","Peach Payments \n \n        Peach Payments provides payment solutions to online and mobile businesses enabling them to easily accept payments from consumers across the globe and especially from those in the emerging markets. Our specific focus is on Africa where the local infrastructure requires a unique and tailored approach to online payments.We offer merchants a state-of-the-art payment solutions with the most comprehensive product suite which enables them to accept payments across all their channels including their website, mobile site and their mobile apps (iOS, Android etc.).We also give our merchants access to all relevant payment methods including credit/debit cards, bank transfers, mobile wallets, electronic wallets and cash payments to help them succeed in the emerging markets.Our payment solutions cover currently South Africa and Mauritius - we're about to launch in Nigeria, Kenya and Namibia. The value proposition targets both, local businesses as well as international businesses doing business in Africa.\n        "
"Pocketslip"," South Africa"," Payments & Transfers"," www.pocketslip.com"," Francois Liebenberg",""," @PocketSlip","Pocketslip \n \n        Every day, around the world, billions upon billions of slips of paper are printed with legally binding information. The vast majority of these are never even looked at by the people who accept them – most are thrown away immediately. You’ve probably done so already today, people the world over HATE this document. We're referring to the printed receipt... Pocketslip has changed this by developing the world’s first fully integrated digital receipt technology App that provides secure and live cloud based storage of receipts and integrates with all POS systems. It is ‘cost savings’, ‘CRM’ and ‘Green’ rolled into one and it’s free to the user. A customer shops at a Pocketslip enabled retailer and automatically receives their receipt on their email, app and online to use later on for warrantees, returns, tax and accounting. Retailers love the solution as they have access to their customers and can send them relevant offers based on historic purchases. This is facilitated through the Pocketslip NEWTON machine learning engine. Pocketslip currently processes in excess of 1000 receipts per day.\n        "
"Property Mogul"," South Africa"," InvestTech"," https://www.propertymogul.co.za"," Bryan Smith","https://www.linkedin.com/in/bryansmith8/"," @ProperMogul","Property Mogul \n \n        Property Mogul founder Bryan Smith saw the opportunity to build a disruptive new business by creating a leading online, crowdfunding, capital markets platform within the traditional South African property industry. Using our proprietary investment technology we intend simplifying the way people invest in South African real estate.\n        "
"Ranis Capital"," Kenya"," Lending & Financing"," www.raniscapital.com"," Nathan Rotich","https://www.linkedin.com/in/nathan-rotich-937a343b?authType=NAME_SEARCH&authToken=eRqC&locale=en_US&srchid=4553804831466169323118&srchindex=1&srchtotal=6&trk=vsrp_people_res_name&trkInfo=VSRPsearchId%3A4553804831466169323118%2CVSRPtargetId%3A142900027%2CVSRPcmpt%3Aprimary%2CVSRPnm%3Atrue%2CauthType%3ANAME_SEARCH"," @RanisCapital","Ranis Capital \n \n        Ranis Capital is an online platform which allows Small and Medium Enterprises (SMEs) to access the capital locked in their long-dated invoices in a fast and efficient way. We utilize our proprietary technology to allow businesses to seamlessly obtain competitive financing based on receivables from a pool of professional investors and lenders. Unlike traditional factoring/legacy platforms which are characterized by contractual engagements, collateral requirements and high fixed costs and hence exorbitant interest rates, we have automated our operations to allow us to operate at a significantly lower cost. We are therefore able to offer better returns on capital to investors and lenders and lower cost of credit to borrowers. We connect businesses looking for fast and competitive invoice financing with lenders looking to make a good return\n        "
"Realty Wealth Holdings"," South Africa"," InvestTech"," www.RealtyWealth.com"," Bryan Smith",""," @realtywealth","Realty Wealth Holdings \n \n        RealtyWealth.com, a premium and powerful global real estate brand has achieved two firsts in the US real estate market: \n\n- First portal to offer passive, institutional quality net lease (NNN) real estate investments consisting of long term lease, guaranteed by corporate backed Fortune 500 tenants. \n- First portal to offer US-based Fortune 500 real estate investments to Foreign Investors in a response to growing investor demand for a fundamentally safe investment strategy.\n\nOur goal is to introduce a ""new asset class"" being passive real estate investment and a unique opportunity for US and Foreign investors to invest in:\n \n- predictable long term revenue streams and bond-like return\n- hard currency returns in US$ (currency hedge)\n- stability of the asset class as a result of the underlying long-term contractual rent\n- rental contracts from Fortune 500 Corporations, US-Government and other corporate/credit rated national tenants\n- security of owning the underlying property  \n- no property management responsibilities \n- IRR of 7% plus in US$ with tax sheltered returns\n\n*The tenant is responsible for paying all the expenses associated with an NNN lease - tax, insurance and maintenance. \n\nOur crowdfunding/alternate funding solution offers a secure, interactive marketplace for investors and issuers to connect and exchange information about deals, from real estate crowdfunding (online syndication) to debt and equity real estate offerings, our technology can be configured for the appropriate structure and asset class.\n\n\n      \n        "
"Releaf"," Nigeria"," InvestTech"," releaf.ng"," Isaiah Udotong","https://www.linkedin.com/in/isaiahudotong/","","Releaf \n \n        Releaf platform makes the ‘early deal consideration process’ faster, cheaper, and easier to give investors full visibility into opportunities they want to see. Our platform's algorithm quantitatively assesses businesses’ performance along various investment factors (market potential, team management ability, financials, etc) and empowers investors with the ability to set their preferences to suit their investment strategy. The platform tailors the companies shown to them based on those preferences. Business data can also be compared side-by-side with competitors, and relevant macro-economic data is made available.\n        "
"Riovic"," South Africa"," Lending & Financing"," www.riovic.com"," Phiwa Nkambule","https://www.linkedin.com/in/phiwankambule"," @riovic_","Riovic \n \n        Riovic is a South African FinTech company that provides an insurance market and P2P insurance service as its core business and various other financial technology based services which include a financial management service and a payment gateway service.The insurance market that connects low premium insurance seekers directly with investors who step into the shoes of an insurance company and back the risk in exchange for premiums as a return for investment.The company was founded in 2015 and the market was launched in 2016 to reduce costs in insurance premiums, increase financial inclusion in insurance and to enhance emerging insurance markets like P2P insurance and microinsurance.\n\n \n        "
"SAFEPAY SOLUTIONS LTD (L..."," Kenya"," Payments & Transfers"," www.lipaspot.co.ke"," Sam Ndegwa","https://www.linkedin.com/in/sam-ndegwa-7aaa742a/"," @lipaspot","SAFEPAY SOLUTIONS LTD (LIPASPOT) \n \n        The SafePay Agent and Technology infrastructure links banks and service providers to their customers. This is a network of Retail Agents branded LipaSpot in city, town and village communities. Each Agent is provided with an App, m-POS device & printer, linked to the SafePay multi-service payment platform, employing Block chain technology. The LipaSpot App supports multiple banks, multiple service providers (e.g. Power, Water, DSTV) & other payment services. SafePay also provides a consumer App accessible to diaspora in UK, Europe and Middle East supporting remittances, bill payments and purchase of eService Vouchers which will be facilitated through Block chain technology\n        "
"Shepherd Financial Services"," South Africa"," Payments & Transfers"," www.paywithshepherd.com"," Martin Reynolds (MD)",""," @paywithshepherd","Shepherd Financial Services \n \n        Shepherd offers an all-in-one, safe payment / logistics solution for C2C and B2C transactions. We bring trust back into online business by holding the buyer's money securely in a trust account and will only release once the buyer has inspected the goods and signed our courier waybill. In other words we maintain control of the funds as well as the goods safeguarding both buyer and seller.\n\nThe process is simple: The buyer makes an online payment into Shepherd's trust account. The funds are held until the buyer receives the item and have had time to inspect. If the buyer isn't happy, the item is returned. If accepted, the waybill is signed and the funds transferred. We work on the ""Voetstoots"" principle. Simple, easy to understand, and very effective. \n\nOur small business solution is equally attractive and brings convenience to a previously neglected segment of the market. No more merchant accounts, no more pesky waybills, no more payment integrations, no more gateway API headaches, no more product returns headaches, just a short, easy signup process.\n\nOur strategic partnerships with Standard bank, Gumtree and eBay positions Shepherd perfectly to take advantage of African growth opportunities by pioneering new sales / payment solutions.\n\n      \n        "
"SID Instant EFT"," South Africa"," Payments & Transfers"," http://sidpayment.com/"," David Liu","https://www.linkedin.com/in/daveliu1"," @SIDpayment","SID Instant EFT \n \n        Hundreds of South African e-commerce businesses offer SID Instant EFT as a payment method on their websites, enabling them to receive secure online and mobile payments directly to their bank accounts. SID works by linking online shoppers to their secure Internet Banking, pre-populating the payment details and then directing them right back to the seller's website, where payment confirmation can be issued immediately.\n\nShoppers do not have to register in order to pay using SID, and payments can be completed in 4 simple steps:\n\n1.  Shoppers select the SID payment option on the seller's checkout page\n2.  They select their bank\n3.  They're prompted to log into their existing, secure Internet Banking\n4.  They then enter a one-time PIN received from their bank or respond to a push message received from their bank to complete the payment\n\nMobile connectivity and smartphone penetration is driving e-commerce growth in South Africa. According to Visa, about one in four online shoppers in South Africa use mobile devices for online purchases. SID facilitates a seamless payment process on all devices, including smartphones and tablets. By implementing the SID payment method on their websites, businesses can now activate valuable online and mobile sales channels.\n      \n        "
"SimbaPay"," United Kingdom"," Payments & Transfers"," www.simbapay.com"," Nyasinga Onyancha","https://www.linkedin.com/in/nyasinga?authType=NAME_SEARCH&authToken=kU9J&locale=en_US&srchid=4553804831466169853252&srchindex=1&srchtotal=1&trk=vsrp_people_res_photo&trkInfo=VSRPsearchId%3A4553804831466169853252%2CVSRPtargetId%3A21915884%2CVSRPcmpt%3Aprimary%2CVSRPnm%3Atrue%2CauthType%3ANAME_SEARCH"," @SimbaPay","SimbaPay \n \n        We never store credit or debit card data on our servers. \n\nFEATURES\nNo Fees - No hidden fees, no unexpected charges\n\nSend up to £30,000 - Large transactions also earn favourable rates\n\nInstant - Mobile wallets are instantly funded\n\nAround the Clock - 24/7 transactions\n\nSimbaPay uses advanced security technology and partners with leading global security companies to ensure security of your data and transactions. \n\nSimbaPay is regulated and registered in the EU as a Payment Institution (PI) by the Financial Conduct Authority (FCA UK) under number 652738 and Her Majesty's Revenue and Customs (HMRC) under MLR registration number 12731662. We're also a member of the Association of UK Payment Institutions (AUKPI).\n        "
"SIMPAY"," Sudan"," Payments & Transfers"," http://ultra.sudahosting.com/sudahosting-app.php"," Ahmed Elmurtada","https://www.linkedin.com/in/ahmedelmurtada"," @simpayapp","SIMPAY \n \n        Rasil provides a FAST, SECURE, EASY TO USE and FIRST OF ITS KIND mobile application that allows you to transfer mobile credit as way of paymrnt and also as service between all mobile operators in sudan (currently ) - Can be used with all mobile operators (MTN, Sudani, Zain) for prepaid subscribers - In case of invalid transfers (transfer to invalid or non-existent number) you will get your credit back in one day\n        "
"SimplePay"," Nigeria"," Payments & Transfers"," www.simplepay.ng"," Simeon Ononobi",""," @SimplePay_Ng","SimplePay \n \n        SimplePay is a leading Nigerian payment processor and has been processing for more than 3000 web merchants and still growing. With processing as high as 50,000 transactions the company is poised to take over the Nigerian payment processing market and with integrations with leading card and switch companies like Interswitch Verve, MasterCard, Visa and also Etranzact, the company can process all cards in the Nigerian market and also International cards, and intends to grow by adding POS and also mobile phone POS applications to make payment processing as easy and painless to both its merchants and users.SimplePay most recently launched her social payment solution called SimpleLink and is poised to also add automatic bank account debiting to its list of innovative additions. With the new SimplePay mobile app, creating a bank account will be as easy as 1, 2, 3. And hopefully, it will go along way to help financial inclusion.SimplePay hopes to also expand across the African continent and has started a beta launch in some African countries.\n\n \n        "
"Skye Bank"," Nigeria"," Incumbent Banks"," https://www.skyebankng.com"," Timothy Oguntayo",""," @SkyeBankNigeria","Skye Bank \n \n        Skye Bank Plc. is one of Nigeria's leading retail and commercial banks with over 400 branches and cash centres across Nigeria offering premium financial services, with subsidiaries in sierra Leone, The Gambia and Guinea. The bank commenced operations in 2006 and has become one of the foremost financial institutions in the Nigerian banking industry, playing a pivotal role in the success of many businesses, creating wealth and promoting entrepreneurship.\n\nSkye Bank has earned a reputation for exceptional customer service. The bank has invested significantly in the acquisition and deployment of Information Technology for enhanced customer experience across its multiple service delivery channels including mobile banking, ATMs, POS and online platforms.\n\nIn 2011, Skye Bank won the bid to acquire 100 per cent ownership stake of Asset Management Corporation of Nigeria (AMCON) in Mainstreet Bank Limited; a deal which placed the bank as one of the top four banks in Nigeria in terms of customer reach, balance sheet size and profitability.\n\nMainstreet Bank's operations has since been fully integrated into Skye Bank's operations in what has been considered as one of the smoothest and hitch-free integration processes recorded in the Nigerian Banking industry.\n        "
"SnapBill"," South Africa"," Payments & Transfers"," www.snapbill.com"," Jaco van Wyk",""," @SnapBill","SnapBill \n \n        SnapBill is a billing system that allows you to easily sell online. SnapBill is perfect for businesses requiring automated subscription or recurring billing with payment collection facilities.\n\nUnlike many other billing systems, SnapBill fully automates both recurring credit card transactions and direct debit orders via a variety of payment gateways.\n\nYou may customise SnapBill to fully suit your brand, send invoices, manage clients, process payments and efficiently automate all your billing requirements. SnapBill presents your data in a user-friendly manner and allows you to modify, query, manage and monitor clients, services, invoices and payment collections.\n\nSnapBill offers a comprehensive mix of invoicing, billing, client management and payment collection features. It has integrated service provisioning functionality so you may list and sell your own services through SnapBill while it fully automates your recurring and subscription billing.\n\nSnapBill is secure, automated and always available. Use it anytime, from anywhere in the world, on any web enabled device.\n        "
"Softeller"," Cameroon"," Payments & Transfers"," www.softeller.com"," Collins FOMBA KEN","https://www.linkedin.com/in/fomba-collins-64618631?trk=nav_responsive_tab_profile"," @SoftellerCM","Softeller \n \n        According to GSMA report in 2015, 2.5 billion people worldwide are either underbanked or are unbanked. In African, only 23% of the entire population have access to formal banking services. This means 77% of the population are either unbanked or are under banked. This is not because the population does not want to bank, but because the banks are failing consumers and forcing them out of the banking system due to their expensive and outdated services and systems. Most bank often charge fees of up to 20% of consumer’s income in the form of: Monthly maintenance fee, Service fee, Interests, Deposit fee, Withdrawal fee, Account balance fee, [And transport to and from the bank].\n\nThis therefore forces so many people to develop other informal ways of handling and managing their finances by mostly keeping and hiding money at home, carrying out a majority of their financial operations in cash, with the risk of not having any trace of transactions carried out. Some employers who for sympathy of their employees who are highly charged by banks, have develop the habit of paying their workers in cash. This in most cases exposes them to robbery on their way home, and to the employer, the risk of not having a traceable record of previous payments.\n\nThere are equally so many Africans expats (Africans who live and work abroad) and who are always in the need of sending money or gifts home to their parents or loved ones. But in most cases, they are always robbed with high transfer charges (8% to 12%) and manipulated exchange rates by the mainstream international money transfer agents. And even when they have to do this, they leave the comfort of their homes or offices, get to sales points and line up in queues, fill a lot of papers, before being able to carry out their operations. And the recipient back at home will equally have to travel long distances, fill up paper work, stand and wait in long queues before receiving the money in cash, and with the possibility of being robbed on their way back home.\n\nOur solution, Softeller is the mobile powered banking solution that hopes to transform the current baking landscape in Africa by providing the unbanked and the underbanked with efficient, cheap, easy and accessible banking services ranging from money transfer, salary payments, microloans and other complementary services such as payment of bills, purchase of airtime, transport fares, school fees and a notification system through SMS and automated voice calls. With Softeller offers you the possibility to carry out your financial operations or transactions at your convenience easily, anytime, anywhere.\n\nSofteller connects and uses the existing mobile money solutions existing in Africa to leverage the best banking model to consumers in our modern age. This is through: Salary payment, Microloans, Money Transfer, Payments, Airtime Recharge and Notifications (SMS and Voice Call)\n\n        "
"Standard Bank"," South Africa"," Incumbent Banks"," www.standardbank.co.za"," Ben Kruger & Sim Tshabalala","https://www.linkedin.com/in/ben-kruger-b5069234?authType=NAME_SEARCH&authToken=44jk&locale=en_US&trk=tyah&trkInfo=clickedVertical%3Amynetwork%2CclickedEntityId%3A121124076%2CauthType%3ANAME_SEARCH%2Cidx%3A2-2-3%2CtarId%3A1469095272331%2Ctas%3ABen%20Kruger"," @StandardBankZA","Standard Bank \n \n        Africa is our home, we drive her growth. People the world over are choosing digital as a more efficient, convenient solution for their banking needs, enabling them to bank on their terms. As a direct result, we’ve seen our mobile traffic grow by 100% a year, in-branch transactions decline and ATM usage now makes up less than 5% of total banking transactions. Digital is clearly the present and future.\n\nThough 95% of our transactions are already electronic, making us a truly digital bank, we still aim to deliver an even better customer experience. Our smartphone app, for example, is designed to give you a single, instant view of your complete banking services, regardless of where you are or the products you’ve chosen. It includes the ability to open accounts online, move money across borders, trade shares internationally and even lodge homeowner insurance claims. With the benefits in mind, it’s no mystery that the move to mobile has been so enthusiastically received:\n\n• Most customers now bank outside of traditional banking hours\n• To date, the total number of unique Standard Bank universal banking IDs created is more than 600 000\n• So far, over R5.7 billion has been traded on Standard Bank’s Online Share Trading App\n• Over 22 000 merchants and more than 200 000 customers have signed up for SnapScan\n• InstantMoney has processed more than R7.5 billion in transfers and remittances.\n\nCurrently, Africa’s smartphone penetration stands at 60%. As we strive to become a digital leader, we must leverage this fact as our apps evolve: Our aim is to be always on and always connected through current, accessible technology like smartphones and tablets, further personalising customer experience on the continent. To this end, we have placed you at the heart of our digital strategy, resulting in numerous first-to-market innovations:\n\n• The single digital ID across multiple countries\n• Biometric identification for mobile banking\n• An app enabling clients to trade across 29 different stock exchanges off their mobile device\n• 24/7 Banking instant messaging service for Private & Prestige customers\n• A card console to remotely turn cards on and off, and control when and where they may be used\n• Snapscan, which enables mobile phone payments using QR codes or iBeacons, regardless of where customers bank.\n\nAccording to Peter Schlebusch, Chief Executive for Personal & Business Banking, the customer experience of the future will be worlds apart from what it was a few years ago; digital platforms will better understand and anticipate customer behaviour, and only one click will achieve multiple outcomes. These future capabilities will not only be more convenient and engaging, but will also cost less – a trend that will continue as more consumers embrace digital channels. And Standard Bank aims to be at the forefront of this trend.\n        "
"StartCredits"," Nigeria"," Lending & Financing"," www.startcredits.com"," Rahmon Ojukotola",""," start_credits","StartCredits \n \n        The free loan search engine helps users to find the best interest rates in their chosen loan category, whilst our easy to understand alternative loan providers review, helps borrowers to identify the provider most suited to their needs.\n        "
"Sterling Bank"," Nigeria"," Incumbent Banks"," https://sterlingbankng.com/"," Yemi Adeola","https://www.linkedin.com/in/yemi-adeola-916883aa"," @Sterling_Bankng","Sterling Bank \n \n        Sterling Bank Plc “the one-customer bank” is a full service national commercial bank in Nigeria with asset base above N834 billion ($4.2 billion) and shareholders’ funds in excess of N88 billion ($440m). In over 50 years of operations, Sterling Bank (formerly NAL Bank) has evolved from the nation’s pre-eminent investment banking institution to a fully-fledged commercial bank.\n\nSterling Bank is a result of NAL Bank’s merger with 4 other banks – Indo-Nigeria Merchant Bank, Magnum Trust Bank, NBM Bank and Trust Bank of Africa – as part of the 2006 consolidation of the Nigerian banking industry. Having acquired the business interest of the defunct Equitorial Trust Bank in 2011, the Bank enhanced its position amongst major players in the sector.\n\nSterling Bank prides itself in its purpose to ‘Enrich Lives’, and reflects its overall business aspirations in its vision to ‘be the financial institution of choice’. This it plans to achieve by (mission) ‘delivering solutions that enhance stakeholders’ value’, through four core values: Customer focus, Integrity, Teamwork and Excellence (CITE). With strong Corporate Governance, the bank has a vision-led and values-driven experienced team with a track record of delivery.\n\nWith over 3,000 professional employees, Sterling Bank has about 1,000,000 active customers, and operates from 187 business offices, about 700 ATMs and more than 3,000 POS terminals across Nigeria. Sterling Bank operates with a three-pronged market focus. Its business lines and operations are structured around these segments; Retail and Consumer market, Commercial and Institutional market and Corporate and Investment market.\n\nOur purpose of enriching lives is what drives us to support society. We have contributed positively to our environment through several initiatives such as #STEM (Sterling Environmental Makeover), Meet The Executives, Get Ready For Work, Sketchamania, and several other interventions within other areas especially Education.\n        "
"SureCredit"," Nigeria"," Lending & Financing"," www.surecredit.co"," Olaoluwa Samuel-Biyi","https://www.linkedin.com/in/samuelbiyi"," surecredit","SureCredit \n \n        SureCredit is a voucher financing platform for working people. Employees of selected companies can get a retail voucher to purchase an asset or service from several merchants in Nigeria and pay later over time from their salaries. Companies are pre-approved to enable their employees access instant vouchers (from SureGifts) that can be used to purchase holiday trips, expensive home appliances, gadgets, electronics, medication, luxury goods, consumer goods or other essentials. The value borrowed will be automatically deducted from their salaries over a specified period.\n        "
"SureRemit"," Nigeria"," Payments & Transfers"," www.sureremit.co"," Adeoye Ojo","https://www.linkedin.com/in/adeoyeojo"," sureremit","SureRemit \n \n        SureRemit is a non-cash international remittance platform. Africans in the diaspora who want to transfer value to Africa send vouchers that can be redeemed directly and instantly at hundreds of popular retail merchants across Africa at zero cost. Senders can also pay bills and top up mobile phones directly across Africa. SureRemit is mobile-first and is live in Nigeria, Kenya and Rwanda.\n        "
"Tangazoletu Limited"," Kenya"," Payments & Transfers"," www.tangazoletu.com"," Chris Gathingu","https://www.linkedin.com/in/chris-gathingu-418742aa?authType=NAME_SEARCH&authToken=O15Z&locale=en_US&trk=tyah&trkInfo=clickedVertical%3Amynetwork%2CentityType%3AentityHistoryName%2CclickedEntityId%3Amynetwork_390006740%2Cidx%3A0"," @TangazoletuLtd","Tangazoletu Limited \n \n        Tangazoletu Ltd is a clientcentric ICT firm whose vision is to create a seamlessly connected world using ICT and Mobile Solutions. We develop and provide innovative, versatile and reliable ICT & Mobile solutions that empower our customers to achieve efficiency, productivity and convenience. We are guided by 5 core values: a. Excellence We endeavor to provide high quality products and services at all times. b. Integrity We have made honesty and sincerity an integral part of our operations. We uphold this through strict adherence to Moral Principles of honesty, trust, equity and transparency in all dealings and relationships. c. Creativity & Innovation We design and develop cutting edge products and services in Mobile Finance solutions and ICT to enhance convenience, efficiency and effectiveness. d. Client Centric We listen and work with clients to design, develop and deliver responsive Mobile Finance and ICT solutions e. Teamwork We undertake all our business using joint effort within and with our partners. We build national systems that have been used to transact billions of shillings i.e. SpotCash Mobile Banking, the financial settlement aspect of TIBU and many products for Safaricom. We live by the mantra, If you can think it, we can build it.\n        "
"TheAdvancer"," Nigeria"," Lending & Financing"," www.theadvancer.online"," Davidson Atere-Roberts","https://www.linkedin.com/in/seyi-atere-roberts-842a7474?authType=name&authToken=VK8S&locale=en_US&srchid=4553804831466514513143&srchindex=1&srchtotal=1&trk=vsrp_people_res_name&trkInfo=VSRPsearchId%3A4553804831466514513143%2CVSRPtargetId%3A265408178%2CVSRPcmpt%3Aprimary%2CVSRPnm%3Afalse%2CauthType%3Aname"," @TheAdvancer","TheAdvancer \n \n        TheAdvancer™ aims to be the trailblazer in the burgeoning salary advance sector in Nigeria and beyond, bringing to the market a fast and efficient solution to temporary cash flow problems for salary earners. Our initial main target audience is the white collar workforce and the emerging salary earners. Our goal is simple; to be the #1 go-to platform for middle class earners. \n\nThere are currently hardly any solutions for workers with unexpected expenses. We solve this problem with a salary advance and offer a much better solution than having to ask family and friends, or going to a loan shark. \nOver 23% of the Nigerian population are said to be in the middle class and we aim to penetrate this lucrative market. TheAdvancer™ plans to gain a foothold by creating a trend of applying for advances quickly and conveniently on all Internet enabled devices. This means customers get their money quicker and will then recommend us to others. The speed and convenience of our service is what sets us apart from the rest, and our dedication to customer satisfaction will make us the company people come to when they have temporary cash flow problems.\n\nTheAdvancer™ is a client-oriented problem solving tech based platform.\n\n\n\n      \n        "
"Thundafund"," South Africa"," Lending & Financing"," https://www.thundafund.com/"," Patrick Schofield","https://www.linkedin.com/in/patrick-schofield-9a37a127?authType=OUT_OF_NETWORK&authToken=DqGU&locale=en_US&srchid=4553804831467620531572&srchindex=1&srchtotal=18&trk=vsrp_people_res_name&trkInfo=VSRPsearchId%3A4553804831467620531572%2CVSRPtargetId%3A94517835%2CVSRPcmpt%3Aprimary%2CVSRPnm%3Afalse%2CauthType%3AOUT_OF_NETWORK"," @thundafund","Thundafund \n \n        Based on the phenomenally successful crowdfunding model that has experienced extraordinary uptake in the Americas and Europe, Thundafund.com is a unique online channel through which people with great ideas can access capital, establish an initial market for their products/services and receive business/mentorship support. Thundafund.com initially focuses on projects with social, environmental or creative focus, widening this circle of impact as it grows.\n\nAt its core, an online/mobile platform, Thundafund.com allows a large number of people to each invest small amounts into a project or idea. They are paid back with an ‘in-kind’ dividend produced through the project itself. These small amounts soon add up to the capital required, simply due to the crowd factor. In essence, the project creators, with their great idea, sell it before producing it.\n\nThundafund.com will be a significant drive of new enterprise development, with resultant job creation & wealth generation. Target: 4 years, R271 million channelled to 5200 enterprises/projects, 15 000 jobs created.\n        "
